,ticker,date,neg_text,uncert_text,pos_text,price_prior,price_0,price_1,price_3,price_7,p_p_n,p_0_n,Total,Buys,Holds,Sells,Rating,Target Px,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,an_d_p,an_d_0
0,adbe,2008-06-16,adverse against break cancel cancellation catastrophic closed closure collapse conciliation cut defer delay delays deter deterioration difficult difficulty disclose dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability incomplete infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss poses quit restructuring sue sued taint termination terminations unanticipated,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting revise revised risk risks suggest uncertain uncertainties,able achieve achieved benefit better effective encouraged gain gains good great greater opportunities profitability revolutionize revolutionizes satisfy strong success successful successfully transparency win,42.709999084472656,42.849998474121094,41.400001525878906,42.0,42.34000015258789,38.08000183105469,38.13999938964844,24.0,16.0,8.0,0.0,4.333,48.45,0.33,-3.07,-3.38,-9.33,-10.06,-9.19,-9.92,-21.4,-21.28
1,adbe,2008-09-16,adverse against break cancel cancellation catastrophic closure collapse conciliation cut defer delay delays deter deterioration difficult difficulty disclose dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability incomplete infringe interrupt interruption interruptions lack lag lags lapse late lie limitation limitations litigation lose loss losses malicious miss poses quit restructuring sue sued taint termination terminations unanticipated,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting revise revised risk risks suggest uncertain uncertainties,able achieve achieved benefit better effective encouraged exceptional exceptionally gain gains good great greater opportunities profitability revolutionize revolutionizes satisfy strong success successful successfully transparency win,38.08000183105469,38.13999938964844,36.22999954223633,40.93999862670898,39.83000183105469,22.0,22.540000915527344,23.0,17.0,6.0,0.0,4.478,49.47,0.16,-4.86,-5.01,-46.26,-44.77,-44.94,-43.41,-55.53,-54.44
2,adbe,2008-12-03,adverse break cancel cancellation catastrophic closure collapse conciliation crisis cut decline declines defer delay delays deter deterioration difficult difficulty disclose dispute disputes disrupt disruption erred fail failure force ill impair impairment inability incomplete infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss poses quit restructuring sever shortfall sue sued taint termination terminations unanticipated weak weaker,anticipate anticipated approximate approximately assume assumed believe believes could differ fluctuation fluctuations intangible intangibles may might predict predicting preliminary revise revised risk risks suggest uncertain uncertainties,able achieve benefit better effective encouraged favorable gain gains good great greater opportunities profitability revolutionize revolutionizes satisfy success successful successfully transparency win,22.0,22.540000915527344,20.440000534057614,22.60000038146973,22.43000030517578,21.36000061035156,22.31999969482422,26.0,14.0,10.0,2.0,3.923,33.39,2.45,-7.09,-9.32,-5.49,-4.77,-1.24,-0.49,-36.03,-33.15
3,adbe,2008-12-16,adverse break cancel cancellation catastrophic challenging closure collapse conciliation cut decline declines defer deter deterioration difficult difficulty disclose dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability incomplete infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss poses quit recession restructuring sue sued taint termination terminations unanticipated,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting preliminary revise revised risk risks suggest uncertain uncertainties,able achieve achieved benefit better confident effective enable enabled encouraged excited gain gains good great greater opportunities profitability revolutionize revolutionizes satisfy strong stronger success successful successfully transparency win,21.36000061035156,22.31999969482422,21.690000534057614,22.1299991607666,,23.76000022888184,22.100000381469727,25.0,11.0,12.0,2.0,3.72,25.97,4.49,1.54,-2.82,7.37,,-0.14,,-8.51,-14.9
4,adbe,2009-01-13,absence against allege alleged bad break burden cease ceased claiming closed closing closure closures collapse concern conflict contrary criminal critical cut defect defective delay delayed denied destroy destroyed deter disagree disagreement disclose disclosed disinterested disqualification disqualified disregard disregarded dissolution erred fail fails failure fined fines force forego fraud ill incident interfere invalid invalidate invalidated investigation lack lapse late lie limitation limitations lose losing loss lost miss objecting omission oppose opposed plea pleas pled poses posing postpone postponement preclude prejudice prosecuting prosecution question questions quit reparation resign resignation resignations resigned resigning revocation stolen sue sued terminate termination threat threaten threatened undeliverable unlawful,anticipate anticipated appear appears assume believe believed contingencies could depend dependence dependent differ may might pending presumption risk tending,able advancement advances beneficial beneficially benefit best conducive confident desired effective empower empowered enjoy exclusive gain gains good great greater highest impress impressed leadership opportunity pleased pleasure revolutionize revolutionizes satisfy succeed succeeding success successful superior valuable win,23.76000022888184,22.100000381469727,21.11000061035156,21.059999465942386,19.31999969482422,20.88999938964844,20.049999237060547,24.0,11.0,10.0,3.0,3.667,26.56,-6.99,-11.15,-4.48,-0.81,8.13,-4.8,3.78,-21.35,-24.51
5,adbe,2009-01-29,absence against break closure collapse cut deter erred fail fails fined force forego forfeit ill lack lapse late lie lying miss poses purport quit sever terminate terminates termination,approximate approximately contingent may,able achieve achieved achievement achieves achieving attain attained attains benefit desirable enhance exclusive gain gains great greater satisfy success win,20.88999938964844,20.049999237060547,19.309999465942386,19.700000762939453,21.420000076293945,21.700000762939453,21.420000076293945,25.0,12.0,10.0,3.0,3.72,26.42,-4.02,-7.56,-3.69,10.15,1.31,8.73,0.0,-17.87,-18.93
6,adbe,2009-02-09,adverse adversely against allege alleged alleging bad barrier barriers cancel cancellation cancelled challenge challenged claims closed closing closure closures coercive conciliation corrected crisis critical cut decline declines default defer degradation delay delayed delays deter disclose disclosed doubt doubtful downgrade downgrades easing erred error errors expose exposed false fault fined fines force forego foregone forfeit forfeiture forfeitures fraud ill impair impairment impairments improper inaccurate incomplete inconsistencies ineffective ineffectiveness infringe infringement intentional investigation investigations lack lag lapse lapsed late lie limitation litigation lose loses losing loss losses lying miss negative negatively obsolescence obsolete overage penalties pled poses quit relinquish relinquishing renegotiate reparation restructure restructured restructuring sever shortfall sue sued sues taint terminate termination unable unanticipated uncollectible uncorrected uncover uncovered undelivered understate understatement undue unfair unfavorable unfulfilled unfunded unpredictable unsold violation volatility weak weaken weakening wrong wrongdoing,anticipate anticipated anticipates approximate approximately assume assumed assuming assumption assumptions believe believes contingent could depend dependent depending differ differed differs doubt doubtful exposure exposures fluctuate fluctuated fluctuating fluctuation indefinite indefinitely intangible intangibles may might pending possible predict prediction predictions probable revise revised risk risks speculative suggest suggested uncertain uncertainties unobservable unpredictable variable variables vary varying volatility,able achieve achieved achievement achieving advances advantage attain attainment beneficial benefit best better charitable collaborate collaboration creative effective enable enables enhance enhanced enhancement enhancements exclusive favorable favorably gain gains good great greater greatest improve improvement improvements invent inventor leadership opportunities positive resolve satisfied satisfy stable strength strong stronger success win,21.700000762939453,21.420000076293945,20.479999542236328,21.21999931335449,20.38999938964844,15.979999542236328,16.319999694824222,25.0,13.0,9.0,3.0,3.8,26.36,-1.29,-5.62,-4.39,-24.69,-21.63,-23.09,-19.96,-39.38,-38.09
7,adbe,2009-03-04,adverse break cancel cancellation catastrophic closure collapse conciliation cut decline declines defer deter deterioration difficult difficulty disclose dispute disputes disrupt disruption erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss poses quit restructuring shortfall sue sued taint termination terminations unanticipated weak weakness worse worsen worsening,anticipate anticipated approximate approximately assume assumed believe believes could differ fluctuation fluctuations intangible intangibles may might predict predicting preliminary revise revised risk risks suggest uncertain uncertainties,able achieve benefit better creative effective encouraged gain gains good great greater opportunities profitability revolutionize revolutionizes satisfy strength success successful successfully transparency win,15.979999542236328,16.319999694824222,16.920000076293945,16.780000686645508,18.68000030517578,18.450000762939453,19.1299991607666,24.0,10.0,13.0,1.0,3.75,22.5,2.13,5.88,3.68,9.95,-1.23,14.0,2.41,-18.0,-14.98
8,adbe,2009-03-17,adverse break cancel cancellation catastrophic closure collapse conciliation cut decline declines defer deter deterioration difficult difficulty disclose dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss plea pleas poses quit restructuring sue sued taint termination terminations unanticipated,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting revise revised risk risks suggest uncertain uncertainties,able achieve achieved benefit better effective encouraged gain gains good great greater innovation opportunities pleased profitability revolutionize revolutionizes satisfy success successful successfully transparency win,18.450000762939453,19.1299991607666,21.350000381469727,20.459999084472656,22.940000534057607,28.81999969482422,28.170000076293945,24.0,12.0,12.0,0.0,4.0,21.81,3.69,15.72,11.6,40.86,25.63,37.68,22.8,32.14,29.16
9,adbe,2009-06-16,adverse break cancel cancellation catastrophic closure collapse conciliation cut decline declines defer deter deterioration difficult difficulty disclose dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss plea pleas poses quit restructuring sue sued taint termination terminations unanticipated unauthorized,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting revise revised risk risks suggest uncertain uncertainties,able achieve achieved benefit better effective encouraged gain gains good great greater improve improves opportunities pleased profitability revolutionize revolutionizes satisfy success successful successfully transparency win,28.81999969482422,28.170000076293945,28.68000030517578,29.32999992370605,28.520000457763672,35.189998626708984,35.61999893188477,24.0,10.0,13.0,1.0,3.75,27.75,-2.26,-0.49,1.81,19.98,23.39,21.45,24.89,26.81,28.36
