,ticker,date,neg_text,uncert_text,pos_text,price_prior,price_0,price_1,price_3,price_7
0,goog,2007-08-28,break challenge challenges cut deter ill lie miss,,able achieve achievement achievements assure best effective enhancing excellent good great honor honored innovative satisfy success successful successfully tremendous win,254.97164916992188,251.56381225585938,254.7828826904297,255.9602203369141,260.06851196289057
1,goog,2007-10-18,break conciliation conciliations cut erred erring fined ill late lie limitation limitations miss plea pleas poses quit sue suing taint unduly unforeseen,anticipate approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective enabling great greater impress impressive innovation opportunities pleased satisfy strength strengthen strengthening superior transparency win,314.6932373046875,317.7433776855469,320.2719421386719,335.70159912109375,337.42041015625
2,goog,2007-11-16,break cut investigation lie lose miss,,able satisfy win,312.79058837890625,314.7677307128906,310.9028625488281,328.1258544921875,334.60870361328125
3,goog,2007-11-30,anticompetitive break closed collusion cut disclose easing ill late lie lose lying miss sue sued unfortunate unfortunately,assuming believe could depend depending pending,able best better confident efficient enhancing enjoy great greater highest innovation innovative leadership opportunities opportunity progress satisfy win winner winners winning,346.24798583984375,344.26092529296875,338.56298828125,346.99810791015625,347.34088134765625
4,goog,2008-01-31,break conciliation conciliations cut erred erring fined ill late lie limitation limitations miss plea pleas poses quit sue suing taint unduly unforeseen,anticipate approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective favorably great greater improve improved opportunities pleased satisfy strength strengthen strengthening strong superior transparency win,272.363525390625,280.32675170898443,256.28311157226557,251.7625274658203,258.8961181640625
5,goog,2008-03-14,break cancel cancelled closed cut forego ill late lie lose loses lying miss sue sued taint unpaid,approximate approximately could differ may predict predicted risk risks uncertain uncertainties,able achieve advances effective enable enhancing improve improving innovative leading premier satisfy superior win,220.0736389160156,217.54507446289062,208.57839965820312,214.6042022705078,223.93353271484372
6,goog,2008-04-17,break conciliation conciliations cut difficult difficulties erred erring fined force ill late lie limitation limitations lose miss plea pleas poses quit sue suing taint unduly unforeseen,anticipate approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective exciting great greater improve innovation opportunities satisfy strength strengthen strengthening strong success superior transparency win,226.0447998046875,223.31753540039062,267.962158203125,275.706787109375,274.27609252929693
7,goog,2008-06-25,against breach break closed closing conflict conflicts contrary cut defer disclose dispute disputes force ill late lie limitation limitations lose losing lying miss plea pleas purport question questions quit reject resign resignation sue sued terminate terminated terminates termination,assume contingencies contingent could fluctuate may nearly,able benefit confident effective enhancing excited gain gains great innovative leading pleased satisfactory satisfy strong success successful win,269.3978271484375,273.7197265625,262.70138549804693,261.50912475585943,265.63729858398443
8,goog,2008-07-17,break challenging conciliation conciliations cut difficult difficulties erred erring fined ill late lie limitation limitations miss plea pleas poses quit sue suing taint unforeseen,anticipate approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit despite effective enhance enhancing gain gains great greater innovate innovating opportunities satisfy strength strengthen strengthening strong success superior transparency win,266.06948852539057,264.9964599609375,239.1048583984375,237.01345825195312,237.01841735839844
9,goog,2008-10-16,break conciliation conciliations cut divest divestiture erred erring fined ill late lie limitation limitations lying miss plea pleas poor poses quit suing taint unforeseen volatility,approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying volatility,able benefit effective good great greater improve improvement improvements opportunities satisfy strength strengthen strengthening strong superior transparency win,168.4891357421875,175.369384765625,185.0663146972656,180.2029571533203,163.680419921875
