,ticker,date,neg_text,uncert_text,pos_text,price_prior,price_0,price_1,price_3,price_7,p_p_n,p_0_n,Total,Buys,Holds,Sells,Rating,Target Px
0,goog,2014-04-16,break collapse conciliation conciliations cut defer discontinue discontinued dispose erred erring fined ill lapse late lie limitation limitations loss lying miss plea pleas poses quit restate restated sue sued suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ hidden intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective excited gain gains great greater improve improvement improvements invent inventor opportunities progress satisfy strength strengthen strengthening superior transparency win,533.5064697265625,553.49658203125,533.1683349609375,525.729248046875,513.3572998046875,523.77001953125,517.1365356445311,4.0,4.0,0.0,0.0,5.0,686.45
1,goog,2014-05-15,against break closed cut disclose disclosed forego ill lie lose miss,depend dependent,able gain gains satisfy success win,523.77001953125,517.1365356445311,517.782958984375,526.8729858398439,542.079345703125,581.671630859375,581.5821533203125,10.0,9.0,1.0,0.0,4.8,664.05
2,goog,2014-07-15,break closed closing collapse cut ill interfere lapse late lie lose losing miss plea pleas quit resign resigned,believe contingent hidden may possible,able effective enhancing honor honored improving innovation innovations leadership pleased satisfy win,581.671630859375,581.5821533203125,579.4737548828125,591.8258056640625,590.1052856445312,579.4737548828125,570.5925903320312,13.0,10.0,3.0,0.0,4.462,661.88
3,goog,2014-07-17,break collapse conciliation conciliations cut defer discontinue discontinued dispose divest divestiture erred erring fined ill lapse late lie limitation limitations loss lying miss plea pleas poses quit restate restated sue sued suing taint unforeseen,almost approximate approximately assumption assumptions believe believes could differ hidden intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective excited gain gains great greater invent inventor opportunities satisfy strength strengthen strengthening superior transparency win,579.4737548828125,570.5925903320312,591.8258056640625,591.4876708984375,587.3703002929688,527.1315307617189,521.6417236328125,13.0,10.0,3.0,0.0,4.462,666.97
4,goog,2014-10-16,bad break collapse conciliation conciliations cut defer discontinue discontinued dispose divest divestiture erred erring fined ill impair impairment lapse late lie limitation limitations loss lying miss plea pleas poses quit restate restated sue sued suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ hidden intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective excited gain gains great greater invent inventor opportunities satisfy strength strengthen strengthening strong superior transparency win,527.1315307617189,521.6417236328125,508.3746948242188,523.66064453125,537.8128051757811,541.4229736328125,533.5761108398439,15.0,12.0,3.0,0.0,4.533,668.83
5,goog,2014-11-17,abuse abuses against allegation allegations allege alleged allegedly alleging argue argued argument bankrupt bankruptcy barred breach breached break cancel canceled cancellation cancelled challenge challenges claims closure closures collapse complain complaint concealed concern contend contention contentions contested contradict convict convicted counterclaim criminal cut damage damages danger dangerous defect defective defend defendant defendants delay delays denied deny denying deter difficult difficulties dismiss dismissal dismissed dismissing dispute disputes disrupt disrupting easing egregious enjoin enjoined erred erring evade evasion fail failed fails failure failures fault felony fined force forced forcing forego frustrate frustrating harm harmed ill illegal impair improper improperly inaccurate incident intentional investigate investigation lapse late lie limitation litigation lose lying malice miss missed negligent objecting objection objections omission omissions opposing opposition overturn overturned plaintiff plaintiffs plea plead pleaded poses posing preclude prejudice prevention problem problems prosecute prosecuting prosecution purport purported question questions quit refuse refused relinquish relinquished sever sue sued suffer suffered suspect suspected taint terminate terminated termination testify threat unjust unlicensed unreasonably unsuspected violate violated violation violations wrong wrongdoing wrongful,appear appeared approximate approximately assume assumes believe believed believes contingent could depend dependent differ hidden may might pending possible preliminarily preliminary presumption reconsider risk risks uncertain uncertainty unknown,able accomplish achieve achieved adequately beneficial benefit best better collaborating confident desirable despite effective gain gained gains good improve loyal opportunity proactive proactively progress resolve satisfy success successes successful win,541.4229736328125,533.5761108398439,532.1041870117189,531.9052734375,537.4149780273439,507.20880126953125,507.8652038574219,15.0,12.0,3.0,0.0,4.533,658.94
6,goog,2015-01-29,break closed collapse conciliation conciliations cut discontinue discontinued divest divestiture erred erring fined ill impair impairment lapse late lie limitation limitations lose loss lying miss plea pleas poses quit restate restated sue sued suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ hidden intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit despite effective gain gains great greater invent inventor opportunities satisfy strength strengthen strengthening strong superior transparency win,507.20880126953125,507.8652038574219,531.5946044921875,526.343505859375,524.9412231445311,539.9585571289061,546.0053100585939,14.0,11.0,3.0,0.0,4.5,635.98
7,goog,2015-02-13,break closed collapse concern concerns cut disclose disclosed ill lapse lie lose miss,approximate approximately assuming hidden,able satisfy win,539.9585571289061,546.0053100585939,539.8690795898439,536.7462768554689,533.156005859375,565.7366943359375,551.9724731445311,13.0,10.0,3.0,0.0,4.462,638.25
8,goog,2015-03-10,break cut deter ill lie miss,,able effective satisfy win,565.7366943359375,551.9724731445311,548.1634521484375,544.3245849609375,554.9361572265625,557.293212890625,555.7516479492189,13.0,11.0,2.0,0.0,4.615,638.45
9,goog,2015-03-23,break collapse cut ill lapse late lie litigation miss plea pleas,hidden,able satisfy win,557.293212890625,555.7516479492189,567.0693969726562,552.131591796875,539.590576171875,555.7516479492189,567.0693969726562,13.0,12.0,1.0,0.0,4.769,634.44
